,compounds,id,label
1377,[Cl-].CC[N+](C)(C)C1=CC(O)=CC=C1,NCGC00015409-02,0
1378,[K+].CC1=CC=CN2C(=O)C(=CN=C12)C3=NN=N[N-]3,NCGC00167434-01,0
1379,[K+].OC1=NC(=NC(O)=N1)C([O-])=O,NCGC00166236-01,0
1380,[Na+].[Na+].[Na+].O[C@H]1[C@H](O)[C@@](O)(COP([O-])([O-])=O)O[C@@H]1COP(O)([O-])=O,NCGC00166321-01,0
1381,[Na+].[Na+].CN1C(CNC2=CC=C(C=C2)C(=O)NC(CCC([O-])=O)C([O-])=O)CNC3=NC(N)=NC(O)=C13,NCGC00181027-01,0
1382,O.O.O.[Na+].[Na+].NC1=C(CC([O-])=O)C=CC=C1C(=O)C2=CC=C(Br)C=C2.NC3=C(CC([O-])=O)C=CC=C3C(=O)C4=CC=C(Br)C=C4,NCGC00164552-01,0
1383,[Na+].[Na+].[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C([O-])=O)C4=CC=C(O)C=C4)OC)C([O-])=O,NCGC00017130-01,0
1384,[Na+].[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C([O-])=O,NCGC00017030-01,0
1385,[Na+].[H][C@]12SCC(CSC3=NN=CS3)=C(N1C(=O)[C@@]2([H])NC(=O)CN4C=NN=N4)C([O-])=O,NCGC00182064-02,0
1386,[Na+].[O-]C(=O)COC1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3,NCGC00167461-01,0
1387,[Na+].CCCCCCCCCCCCCCCCCCOS([O-])(=O)=O,NCGC00255655-01,0
1388,[Na+].CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C([O-])=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2C)OC1(C)C,NCGC00017033-01,0
1389,[Na+].CC(C)OC([S-])=S,NCGC00255384-01,0
1390,[NH4+].[NH4+].F[Si--](F)(F)(F)(F)F,NCGC00166021-01,0
1391,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C2=C(O)C3=CC=CC=C3OC2=O,NCGC00016414-01,0
1392,[O-][N+](=O)C1=CN=C(S1)N2CCNC2=O,NCGC00016277-01,0
1393,CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1[N+]([O-])=O,NCGC00260023-01,1
1394,OCC1=CC=C[N+]([O-])=C1,NCGC00166237-01,0
1395,Br.COC1=C2CN(C)CCC2=CC3=C1OCO3,NCGC00016666-01,0
1396,Br.CC(CC1=CC=C(O)C=C1)NCC(O)C2=CC(O)=CC(O)=C2,NCGC00016721-01,0
1397,BrC1=C2N=CC=NC2=CC=C1NC3=NCCN3,NCGC00016069-09,0
1398,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,NCGC00163165-01,0
1399,C[C@H]1CN(C[C@@H](C)N1)C2=C(F)C3=C(C(=O)C(=CN3C4CC4)C(O)=O)C(N)=C2F,NCGC00159333-02,0
1400,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=CC=CC3=C2NC[C@H](C)C3,NCGC00164592-01,0
1401,CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.[O-]S(=O)(=O)C1=CC=CC2=C(C=CC=C12)S([O-])(=O)=O,NCGC00182715-01,0
1402,C[Si](C)(C)O[Si](C)(C)C,NCGC00164086-01,0
1403,C[Sn](C)(Cl)Cl,NCGC00258801-01,0
1404,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(=O)OC\C=C(/C)CCC=C(C)C,NCGC00182546-01,0
1405,C\C=C\C=C\C(O)=O,NCGC00091737-01,0
1406,C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2,NCGC00257123-01,0
1407,CC(=O)N[C@@H](CS)C(O)=O,NCGC00022304-05,0
1408,COC1=C(OC)C2=C(CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C23)C=C1O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O,NCGC00016519-01,0
1409,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,NCGC00168253-01,0
1410,CC(=O)OC1CN2CCC1CC2,NCGC00024733-02,0
1411,CC(C)(C)C1=CC=C(O)C=C1,NCGC00159377-02,0
1412,CC(C)C1=NC=C(N1C)[N+]([O-])=O,NCGC00181095-01,0
1413,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,NCGC00016817-01,0
1414,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,NCGC00015999-10,0
1415,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,NCGC00016009-10,0
1416,CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O,NCGC00016723-01,0
1417,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,NCGC00254786-01,0
1418,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1,NCGC00260544-01,1
1419,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=NN5,NCGC00095122-01,0
1420,CCCOC1=CC=CC=C1C2=NC3=C(N=NN3)C(=O)N2,NCGC00016105-03,0
1421,CCN(C(=O)C=CC)C1=CC=CC=C1C,NCGC00016462-01,0
1422,CCNCC.CCN(CC)N(O)N=O,NCGC00096049-01,0
1423,CCN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4CC4)C(O)=O,NCGC00018143-04,0
1424,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(=C2)S(N)(=O)=O,NCGC00024853-05,0
1425,CCOC1=CC=C(C=C1)C(=O)OCCN(CC)CC,NCGC00159450-02,0
1426,CCOC1=CC=C(NC(C)=O)C=C1,NCGC00016281-06,0
1427,Cl.CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2,NCGC00016495-01,0
1428,Cl.CC1CC(CC(C)(C)N1C)OC(=O)C(O)C2=CC=CC=C2,NCGC00016499-01,0
1429,Cl.CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(O)=O)C3=C(C)C=CS3,NCGC00164626-01,0
1430,Cl.CCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C,NCGC00164597-01,0
1431,Cl.CCN1CCCC1CNC(=O)C2=CC(=CC=C2OC)S(=O)(=O)CC,NCGC00184999-01,0
1432,Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,NCGC00016949-01,0
1433,Cl.ClC1=CC=C(C=N1)[C@@H]2C[C@H]3CC[C@@H]2N3,NCGC00247722-01,0
1434,Cl.CNS(=O)(=O)CCC1=CC2=C(NC=C2C3CCN(C)CC3)C=C1,NCGC00181786-01,0
1435,Cl.CCC1(CCCCN(C)C1)C2=CC=CC(O)=C2,NCGC00016887-01,0
1436,Cl.COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2CCC3CCCCN3C,NCGC00185765-01,0
1437,Cl.COC1=CC(C[C@@H]2NCCC3=C2C=C(O)C(O)=C3)=CC(OC)=C1OC,NCGC00182977-01,0
1438,Cl.COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1,NCGC00095010-01,0
1439,Cl.NCCCC(N)(C(F)F)C(O)=O,NCGC00093850-01,0
1440,Cl.N[C@@H]1C[C@H]1C2=CC=CC=C2,NCGC00016598-01,0
1441,Cl.[H][C@@]2(NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(=O)N3C(C(O)=O)=C(CSC4=NN=NN4C)CS[C@]23[H].[H][C@@]6(NC(=O)C(=N/OC)\C5=CSC(N)=N5)C(=O)N7C(C(O)=O)=C(CSC8=NN=NN8C)CS[C@]67[H],NCGC00167463-01,0
1442,Cl.NC1=NCC2N1C3=CC=CC=C3CC4=CC=CC=C24,NCGC00165791-02,0
1443,Cl.NCCC1=NNC=C1,NCGC00016995-01,0
1444,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N3CCN(CC3)C(=O)C4CCCO4,NCGC00016903-01,0
1445,Cl.CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,NCGC00095108-01,0
1446,Cl.O[C@H]1C[C@H](OCC2=CC=C(C=C2)C3=CC=CC=C3)[C@H](CC\C=C/CCC(O)=O)[C@H]1N4CCCCC4,NCGC00025325-02,0
1447,Cl.CN(C)CC\C=C1\C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2,NCGC00164623-01,0
1448,Cl.OC(CCN1CCCC1)(C2CCCCC2)C3=CC=CC=C3,NCGC00016585-01,0
1449,Cl.COC1=C2C(=O)C3=C(C(=O)C2=CC=C1)C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)CO,NCGC00014486-01,0
1450,CC1=C(C=CC=C1COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C3=CC=CC=C3,NCGC00259080-01,0
1451,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,NCGC00254952-01,0
1452,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,NCGC00015257-08,0
1453,CCNC1=NC(NCC)=NC(Cl)=N1,NCGC00094524-01,0
1454,OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,NCGC00016957-01,0
1455,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,NCGC00259994-01,0
1456,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN3C[C@@H](C)C[C@@H](C)C3)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@@H]1CO[C@@H]4O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]4OC,NCGC00096003-01,0
1457,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,NCGC00094670-01,0
1458,CN(C1CCCCC1)C(=O)CCCOC2=CC=C3NC(=O)C=CC3=C2,NCGC00015269-03,0
1459,CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)C3=NC=CN=C23)C4=NC=C(Cl)C=C4,NCGC00159515-02,0
1460,CN1CCN(CC1)C2=C(F)C=C3C(=O)C(=CN(CCF)C3=C2F)C(O)=O,NCGC00167558-01,0
1461,CN1CCN(CC1)C2=C3OCN(C)N4C=C(C(O)=O)C(=O)C(C=C2F)=C34,NCGC00166310-01,0
1462,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)S(=O)(=O)N4CCN(C)CC4,NCGC00159496-02,0
1463,[H][C@@]12N(C)C3=C(C=CC=C3)[C@]14C[C@H]5[C@@H]([C@H]4O)[C@H]6C[C@]2([H])N5[C@H](O)[C@H]6CC,NCGC00016987-01,0
1464,CNC(=O)NC(O)C(Cl)(Cl)Cl,NCGC00164480-01,0
1465,CNC1(CCCCC1=O)C2=C(Cl)C=CC=C2,NCGC00159480-03,0
1466,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,NCGC00095838-01,0
1467,COC1=CC(=CC(OC)=C1OC)C(=O)N2CCCCCCC2,NCGC00164606-01,0
1468,COC1=CC2=C(C=C1OC)C(=O)NC(=O)N2,NCGC00160264-01,0
1469,CNC(C)CC1=CC=CC=C1OC,NCGC00159469-02,0
1470,COC1=CC=C2[C@H](OC(=O)C2=C1OC)[C@@H]3N(C)CCC4=C3C(OC)=C5OCOC5=C4,NCGC00016388-01,0
1471,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,NCGC00166317-01,0
1472,CS(O)(=O)=O.NC(=N)NC1=CC=C(C=C1)C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(N)=N,NCGC00160398-01,0
1473,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC3OC(=O)C4=C3C=CC=C4)=CC=C1,NCGC00167754-01,0
1474,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,NCGC00159473-02,0
1475,FC1=CN(C2CCCO2)C(=O)NC1=O,NCGC00159418-02,0
1476,NC1=NC(=O)NC=C1F,NCGC00016599-01,0
1477,FC1=CC=C(C=C1)N2CCN(CCCC(=O)NC3C4=CC=CC=C4CSC5=CC=CC=C35)CC2,NCGC00183837-01,0
1478,OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C2=CC=CC=C2,NCGC00160402-01,0
1479,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,NCGC00164619-01,0
1480,[H][C@]12N=C(C(C)=C3N=C(C=C4N=C(C(C)=C5[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]1(C)N5[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)[C@](C)(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)N7C=NC8=C7C=C(C)C(C)=C8)[C@H]2CC(N)=O,NCGC00016302-01,0
1481,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N2)C(=O)NCC(N)=O,NCGC00181743-01,0
1482,NC(=O)NNC1=CC=CC=C1,NCGC00159395-02,0
1483,NC1=C(O)C=CC=C1,NCGC00258486-01,1
1484,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,NCGC00016313-01,0
1485,COC1=C(F)C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)F,NCGC00095312-01,0
1486,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,NCGC00167446-01,0
1487,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,NCGC00015508-08,0
1488,O.O.O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O.C[C@](N)(CC2=CC=C(O)C(O)=C2)C(O)=O,NCGC00024667-04,0
1489,CC(=O)O[Al](O)OC(C)=O,NCGC00166059-01,0
1490,O[C@@H](C(O)=O)C1=CC=CC=C1,NCGC00166022-01,0
1491,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,NCGC00016962-01,0
1492,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,NCGC00159442-02,0
1493,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,NCGC00095002-01,0
1494,O[C@H]([C@H](CC1=CC=CC=C1)NC(=O)C2=CC3=CC(Cl)=CC=C3N2)C(=O)N4C[C@H](O)[C@H](O)C4,NCGC00253929-01,0
1495,NC1=CC=C(C=C1)[As](O)(O)=O,NCGC00093366-03,0
1496,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,NCGC00094736-01,0
1497,CC(C)C[C@H](NC(C)=O)C(O)=O,NCGC00094935-01,0
1498,CC(=O)NC1=CC=C(C=C1)C(O)=O,NCGC00090820-01,0
1499,CC(=O)NC1=CC=CC=C1,NCGC00091326-01,0
1500,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC=CC=C4,NCGC00163179-01,0
1501,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NCGC00160468-01,0
1502,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,NCGC00016767-02,0
1503,CCN(CC)C(=O)C1=CC=CN=C1,NCGC00166026-01,0
1504,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC2=C(C)C=CC=C2C)CC3=CC=CC=C3,NCGC00017043-02,0
1505,COC1=CC=C2C(=C1)C(=O)N(CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C,NCGC00016819-01,0
1506,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,NCGC00016850-01,0
1507,ClCCNC(=O)N(CCCl)N=O,NCGC00015204-05,0
1508,O=C(NNCNNC(=O)C1=CC=NC=C1)C2=CC=NC=C2,NCGC00160572-01,1
1509,CC1=CC=C(C=C1)C(=C/CN2CCCC2)\C3=CC=CC(\C=C\C(O)=O)=N3,NCGC00182053-02,0
1510,OC(=O)\C=C/C(O)=O,NCGC00091192-02,0
1511,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,NCGC00091062-04,1
1512,[H][C@@]1(CC[C@](CC1)(C#N)C2=CC3=C(C=C2)C(CC)=NN3C4CCCCC4)C(O)=O,NCGC00253947-01,0
1513,OC(=O)C(=O)NC1=CC=CC(=C1)C2=NN=NN2,NCGC00188429-01,0
1514,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C3=CC=C(F)C=C3,NCGC00095903-01,0
1515,CC(C(O)=O)C1=CC2=C(OC3=NC=CC=C3C2)C=C1,NCGC00167980-01,0
1516,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,NCGC00016720-01,0
1517,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,NCGC00095775-01,0
1518,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,NCGC00095160-01,1
1519,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,NCGC00018181-08,0
1520,OC(=O)CC1=CN(N=C1C2=CC=C(Cl)C=C2)C3=CC=CC=C3,NCGC00160440-01,0
1521,OC(=O)CC1=CSC(=N1)C2=CC=C(Cl)C=C2,NCGC00160449-01,0
1522,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(O)=O,NCGC00016849-01,0
1523,COC1=CC=C(C(=O)CCC(O)=O)C2=C1C=CC=C2,NCGC00160573-01,0
1524,OC(=O)CCC(O)=O.C1C(C2=NCCN2)C1(C3=CC=CC=C3)C4=CC=CC=C4,NCGC00162222-01,0
1525,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,NCGC00258786-01,1
1526,O=C(OC1CN2CCC1CC2)C3=CC=CC=C3,NCGC00160497-01,0
1527,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC,NCGC00016955-01,0
1528,CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00166259-01,0
1529,CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3,NCGC00182622-02,0
1530,O=C(OCC1=CC=CC=C1)C2=CN=CC=C2,NCGC00166105-01,0
1531,O=C1NC(=S)NC=C1,NCGC00095088-01,0
1532,OC(=O)C1=CC2=C(C=CC=C2)C(CC3=C(O)C(=CC4=C3C=CC=C4)C(O)=O)=C1O.CC(C)C[C@H](NC(=O)[C@@H](CC5=CNC6=CC=CC=C56)NC(=O)[C@H](CC7=CC=C(O)C=C7)NC(=O)[C@H](CO)NC(=O)[C@H](CC8=CNC9=CC=CC=C89)NC(=O)[C@H](CC%10=CNC=N%10)NC(=O)[C@@H]%11CCC(=O)N%11)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N%12CCC[C@@H]%12C(=O)NCC(N)=O,NCGC00164636-01,0
1533,[H][C@@]12[C@H]3CCN1CC=C2COC(=O)[C@](C)(O)[C@](C)(O)[C@@H](C)C(=O)O3,NCGC00164256-01,0
1534,CN1C(C(=O)NC2=CC=CC=N2)C(=O)C3=C(C=C(Cl)S3)S1(=O)=O,NCGC00160407-01,0
1535,[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,NCGC00164546-01,0
1536,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1,NCGC00015223-08,0
1537,NNC(=O)CP(=O)(C1=CC=CC=C1)C2=CC=CC=C2,NCGC00160493-01,0
1538,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,NCGC00164518-01,0
1539,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC(C)=CC=C2)C=CN=C1,NCGC00016879-01,0
1540,CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,NCGC00015216-11,0
1541,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(Cl)N=N2,NCGC00016323-04,0
1542,COC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(CC(C)C)S2,NCGC00160653-01,0
1543,CCC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,NCGC00160667-01,0
1544,[O-][N+](=O)C1=CC(=CC=C1)S(=O)(=O)NCCNS(=O)(=O)C2=CC=CC(=C2)[N+]([O-])=O,NCGC00160679-01,0
1545,CC1=CC=C(C=C1NC(=O)C2=CC(NC(=O)NC3=CC(=CC=C3)C(=O)NC4=C(C)C=CC(=C4)C(=O)NC5=CC=C(C6=CC(=CC(=C56)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)=CC=C2)C(=O)NC7=CC=C(C8=C7C(=CC(=C8)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,NCGC00163318-01,0
1546,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(N)=N)O[C@@H](C)[C@]2(O)CO.CN[C@H]4[C@H](O)[C@@H](O)[C@H](CO)O[C@H]4O[C@H]5[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]6NC(N)=N)O[C@@H](C)[C@]5(O)CO,NCGC00094655-01,0
1547,CC1=CC=CC(C)=C1NC(=O)C2=CC(=C(Cl)C=C2O)S(N)(=O)=O,NCGC00182543-01,0
1548,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]2CCC(=O)N2,NCGC00160516-01,0
1549,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)C3(N)CCCCC3)C(O)=O,NCGC00016629-01,0
1550,CS(O)(=O)=O.CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC3=CC=C(C=C3)C(O)=O,NCGC00164557-01,0
1551,[H]\C(C(O)=O)=C(\CC(O)=O)C(O)=O,NCGC00182966-01,0
1552,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(O)=O,NCGC00160128-02,0
1553,CCCCC1=CN=C(C=C1)C(O)=O,NCGC00015441-04,0
1554,OC(=O)CCC1=NC(=C(O1)C2=CC=CC=C2)C3=CC=CC=C3,NCGC00014711-01,0
1555,OC(=O)CCCCC(O)=O,NCGC00091345-01,0
1556,OC(C(=O)C1=CC=CC=C1)C2=CC=CC=C2,NCGC00091396-02,0
1557,CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,NCGC00255485-01,0
1558,NCC(O)C1=CC=C(O)C=C1,NCGC00015760-06,0
1559,CC1=CC(O)=CC(C)=C1Cl,NCGC00094614-03,0
1560,CC\C(C1=CC=C(O)C=C1)=C(\CC)C2=CC=C(O)C=C2,NCGC00259956-01,0
1561,CCC(C)(C)C1=CC=C(O)C=C1,NCGC00091655-02,0
1562,OC1=CC=C(C=C1)C2=COC3=C(C=CC(O)=C3)C2=O,NCGC00258995-01,1
1563,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C3=CC=C(O)C(O)=C3,NCGC00015215-02,0
1564,COC1=CC=C(O)C=C1,NCGC00091390-02,0
1565,CCCC1=C(OCCCOC2=CC=C(OCC(O)=O)C=C2)C=CC(C(C)=O)=C1O,NCGC00255669-01,0
1566,OC1=NC=NC2=C1C=NN2,NCGC00015094-02,0
1567,C[C@@H]1[C@@H]2CC3=C(C=C(O)C=C3)[C@@]1(C)CCN2CC4CC4,NCGC00093797-03,0
1568,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,NCGC00166000-01,0
1569,CC1=CC=CC=C1OCC(O)CO,NCGC00094908-01,0
1570,OCC1=CNC2=C1C=CC=C2,NCGC00090701-06,1
1571,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@@H](O)[C@H](O)[C@H]4O,NCGC00159353-02,0
1572,CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,NCGC00260355-01,0
1573,S=P(N1CC1)(N2CC2)N3CC3,NCGC00095042-04,0
1574,[O-][N+](=O)C1=CC=CC2=CC=CC(=C12)[N+]([O-])=O,NCGC00260432-01,1
1575,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,NCGC00255293-01,0
1576,CC(C)COC(C)=O,NCGC00259284-01,0
1577,CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,NCGC00255617-01,0
1578,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,NCGC00259326-01,0
1579,CC(=C)C(=O)NC1=CC=C(Cl)C(Cl)=C1,NCGC00259066-01,1
1580,COS([O-])(=O)=O.CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C3=CC=CC=C3,NCGC00259037-01,0
1581,COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl,NCGC00257262-01,1
1582,COC1=CC=C(C=C1)C(C2=CC=C(OC)C=C2)C(Cl)(Cl)Cl,NCGC00090760-08,0
1583,FC1(F)OC2=CC=CC(C3=CNC=C3C#N)=C2O1,NCGC00254951-01,1
1584,CCCCCCOC1=CC=C(N)C=C1,NCGC00257387-01,1
1585,C=CC(=O)OCCOC(=O)C=C,NCGC00256917-01,0
1586,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,NCGC00256606-01,0
1587,CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](CC2CCCC2)C(=O)NC3=NC=CN=C3,NCGC00257498-01,0
1588,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,NCGC00257192-01,0
