,compounds,id,label,std_compounds
1399,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C2=CC=CC3=C2NC[C@H](C)C3,NCGC00164592-01,0,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1
1400,CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.CC(OC(C)=O)C(=O)OCC[N+](C)(C)C.[O-]S(=O)(=O)C1=CC=CC2=C(C=CC=C12)S([O-])(=O)=O,NCGC00182715-01,0,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12
1401,C[Si](C)(C)O[Si](C)(C)C,NCGC00164086-01,0,C[Si](C)(C)O[Si](C)(C)C
1402,C[Sn](C)(Cl)Cl,NCGC00258801-01,0,C[Sn](C)(Cl)Cl
1403,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(=O)OC\C=C(/C)CCC=C(C)C,NCGC00182546-01,0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(=O)OC/C=C(\C)CCC=C(C)C
1404,C\C=C\C=C\C(O)=O,NCGC00091737-01,0,C/C=C/C=C/C(=O)O
1405,C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2,NCGC00257123-01,0,c1cnc2c(c1)ccc1cccnc12
1406,CC(=O)N[C@@H](CS)C(O)=O,NCGC00022304-05,0,CC(=O)N[C@@H](CS)C(=O)O
1407,COC1=C(OC)C2=C(CC[C@H](NC(C)=O)C3=CC(=O)C(SC)=CC=C23)C=C1O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O,NCGC00016519-01,0,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2
1408,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,NCGC00168253-01,0,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
1409,CC(=O)OC1CN2CCC1CC2,NCGC00024733-02,0,CC(=O)OC1CN2CCC1CC2
1410,CC(C)(C)C1=CC=C(O)C=C1,NCGC00159377-02,0,CC(C)(C)c1ccc(O)cc1
1411,CC(C)C1=NC=C(N1C)[N+]([O-])=O,NCGC00181095-01,0,CC(C)c1ncc([N+](=O)[O-])n1C
1412,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,NCGC00016817-01,0,CCOC(=O)c1cncn1C(C)c1ccccc1
1413,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,NCGC00015999-10,0,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
1414,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,NCGC00016009-10,0,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
1415,CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O,NCGC00016723-01,0,Cc1ncc([N+](=O)[O-])n1CC(O)CCl
1416,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,NCGC00254786-01,0,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
1417,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1,NCGC00260544-01,1,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
1418,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NN=NN5,NCGC00095122-01,0,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
1419,CCCOC1=CC=CC=C1C2=NC3=C(N=NN3)C(=O)N2,NCGC00016105-03,0,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1
1420,CCN(C(=O)C=CC)C1=CC=CC=C1C,NCGC00016462-01,0,CC=CC(=O)N(CC)c1ccccc1C
1421,CCNCC.CCN(CC)N(O)N=O,NCGC00096049-01,0,CCN(CC)N(O)N=O.CCNCC
1422,CCN1CCN(CC1)C2=CC3=C(C=C2F)C(=O)C(=CN3C4CC4)C(O)=O,NCGC00018143-04,0,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
1423,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(=C2)S(N)(=O)=O,NCGC00024853-05,0,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
1424,CCOC1=CC=C(C=C1)C(=O)OCCN(CC)CC,NCGC00159450-02,0,CCOc1ccc(C(=O)OCCN(CC)CC)cc1
1425,CCOC1=CC=C(NC(C)=O)C=C1,NCGC00016281-06,0,CCOc1ccc(NC(C)=O)cc1
1426,Cl.CC(CNC1CCCCC1)OC(=O)C2=CC=CC=C2,NCGC00016495-01,0,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl
1427,Cl.CC1CC(CC(C)(C)N1C)OC(=O)C(O)C2=CC=CC=C2,NCGC00016499-01,0,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C.Cl
1428,Cl.CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(O)=O)C3=C(C)C=CS3,NCGC00164626-01,0,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl
1429,Cl.CCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C2C,NCGC00164597-01,0,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl
1430,Cl.CCN1CCCC1CNC(=O)C2=CC(=CC=C2OC)S(=O)(=O)CC,NCGC00184999-01,0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC.Cl
1431,Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,NCGC00016949-01,0,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
1432,Cl.ClC1=CC=C(C=N1)[C@@H]2C[C@H]3CC[C@@H]2N3,NCGC00247722-01,0,Cl.Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1
1433,Cl.CNS(=O)(=O)CCC1=CC2=C(NC=C2C3CCN(C)CC3)C=C1,NCGC00181786-01,0,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1.Cl
1434,Cl.CCC1(CCCCN(C)C1)C2=CC=CC(O)=C2,NCGC00016887-01,0,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl
1435,Cl.COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2CCC3CCCCN3C,NCGC00185765-01,0,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl
1436,Cl.COC1=CC(C[C@@H]2NCCC3=C2C=C(O)C(O)=C3)=CC(OC)=C1OC,NCGC00182977-01,0,COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC.Cl
1437,Cl.COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1,NCGC00095010-01,0,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl
1438,Cl.NCCCC(N)(C(F)F)C(O)=O,NCGC00093850-01,0,Cl.NCCCC(N)(C(=O)O)C(F)F
1439,Cl.N[C@@H]1C[C@H]1C2=CC=CC=C2,NCGC00016598-01,0,Cl.N[C@@H]1C[C@H]1c1ccccc1
1440,Cl.[H][C@@]2(NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(=O)N3C(C(O)=O)=C(CSC4=NN=NN4C)CS[C@]23[H].[H][C@@]6(NC(=O)C(=N/OC)\C5=CSC(N)=N5)C(=O)N7C(C(O)=O)=C(CSC8=NN=NN8C)CS[C@]67[H],NCGC00167463-01,0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl
1441,Cl.NC1=NCC2N1C3=CC=CC=C3CC4=CC=CC=C24,NCGC00165791-02,0,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12
1442,Cl.NCCC1=NNC=C1,NCGC00016995-01,0,Cl.NCCc1cc[nH]n1
1443,Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N3CCN(CC3)C(=O)C4CCCO4,NCGC00016903-01,0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl
1444,Cl.CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,NCGC00095108-01,0,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl
1445,Cl.O[C@H]1C[C@H](OCC2=CC=C(C=C2)C3=CC=CC=C3)[C@H](CC\C=C/CCC(O)=O)[C@H]1N4CCCCC4,NCGC00025325-02,0,Cl.O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1
1446,Cl.CN(C)CC\C=C1\C2=C(COC3=C1C=C(CC(O)=O)C=C3)C=CC=C2,NCGC00164623-01,0,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl
1447,Cl.OC(CCN1CCCC1)(C2CCCCC2)C3=CC=CC=C3,NCGC00016585-01,0,Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
1448,Cl.COC1=C2C(=O)C3=C(C(=O)C2=CC=C1)C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)CO,NCGC00014486-01,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl
1449,CC1=C(C=CC=C1COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C3=CC=CC=C3,NCGC00259080-01,0,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1
1450,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,NCGC00254952-01,0,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1
1451,CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,NCGC00015257-08,0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
1452,CCNC1=NC(NCC)=NC(Cl)=N1,NCGC00094524-01,0,CCNc1nc(Cl)nc(NCC)n1
1453,OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,NCGC00016957-01,0,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
1454,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,NCGC00259994-01,0,CCOCN(C(=O)CCl)c1c(C)cccc1CC
1455,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN3C[C@@H](C)C[C@@H](C)C3)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@@H]1CO[C@@H]4O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]4OC,NCGC00096003-01,0,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
1456,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,NCGC00094670-01,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
1457,CN(C1CCCCC1)C(=O)CCCOC2=CC=C3NC(=O)C=CC3=C2,NCGC00015269-03,0,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1
1458,CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)C3=NC=CN=C23)C4=NC=C(Cl)C=C4,NCGC00159515-02,0,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
1459,CN1CCN(CC1)C2=C(F)C=C3C(=O)C(=CN(CCF)C3=C2F)C(O)=O,NCGC00167558-01,0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
1460,CN1CCN(CC1)C2=C3OCN(C)N4C=C(C(O)=O)C(=O)C(C=C2F)=C34,NCGC00166310-01,0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1
1461,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)S(=O)(=O)N4CCN(C)CC4,NCGC00159496-02,0,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
1462,[H][C@@]12N(C)C3=C(C=CC=C3)[C@]14C[C@H]5[C@@H]([C@H]4O)[C@H]6C[C@]2([H])N5[C@H](O)[C@H]6CC,NCGC00016987-01,0,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O
1463,CNC(=O)NC(O)C(Cl)(Cl)Cl,NCGC00164480-01,0,CNC(=O)NC(O)C(Cl)(Cl)Cl
1464,CNC1(CCCCC1=O)C2=C(Cl)C=CC=C2,NCGC00159480-03,0,CNC1(c2ccccc2Cl)CCCCC1=O
1465,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,NCGC00095838-01,0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
1466,COC1=CC(=CC(OC)=C1OC)C(=O)N2CCCCCCC2,NCGC00164606-01,0,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC
1467,COC1=CC2=C(C=C1OC)C(=O)NC(=O)N2,NCGC00160264-01,0,COc1cc2[nH]c(=O)[nH]c(=O)c2cc1OC
1468,CNC(C)CC1=CC=CC=C1OC,NCGC00159469-02,0,CNC(C)Cc1ccccc1OC
1469,COC1=CC=C2[C@H](OC(=O)C2=C1OC)[C@@H]3N(C)CCC4=C3C(OC)=C5OCOC5=C4,NCGC00016388-01,0,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
1470,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,NCGC00166317-01,0,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
1471,CS(O)(=O)=O.NC(=N)NC1=CC=C(C=C1)C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(N)=N,NCGC00160398-01,0,CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1
1472,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC3OC(=O)C4=C3C=CC=C4)=CC=C1,NCGC00167754-01,0,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21
1473,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,NCGC00159473-02,0,CCNC(C)Cc1cccc(C(F)(F)F)c1
1474,FC1=CN(C2CCCO2)C(=O)NC1=O,NCGC00159418-02,0,O=c1[nH]c(=O)n(C2CCCO2)cc1F
1475,NC1=NC(=O)NC=C1F,NCGC00016599-01,0,Nc1nc(=O)[nH]cc1F
1476,FC1=CC=C(C=C1)N2CCN(CCCC(=O)NC3C4=CC=CC=C4CSC5=CC=CC=C35)CC2,NCGC00183837-01,0,O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21
1477,OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C2=CC=CC=C2,NCGC00160402-01,0,O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1
1478,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,NCGC00164619-01,0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
1479,[H][C@]12N=C(C(C)=C3N=C(C=C4N=C(C(C)=C5[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]1(C)N5[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)[C@](C)(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)N7C=NC8=C7C=C(C)C(C)=C8)[C@H]2CC(N)=O,NCGC00016302-01,0,CC1=C2N=C(C=C3N=C(C(C)=C4[N-][C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O.[C-]#N.[Co+3]
1480,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N2)C(=O)NCC(N)=O,NCGC00181743-01,0,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
1481,NC(=O)NNC1=CC=CC=C1,NCGC00159395-02,0,NC(=O)NNc1ccccc1
1482,NC1=C(O)C=CC=C1,NCGC00258486-01,1,Nc1ccccc1O
1483,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,NCGC00016313-01,0,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
1484,COC1=C(F)C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(N)(=O)=O)C(F)F,NCGC00095312-01,0,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
1485,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,NCGC00167446-01,0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
1486,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1Cl,NCGC00015508-08,0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
1487,O.O.O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O.C[C@](N)(CC2=CC=C(O)C(O)=C2)C(O)=O,NCGC00024667-04,0,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O
1488,CC(=O)O[Al](O)OC(C)=O,NCGC00166059-01,0,CC(=O)[O-].CC(=O)[O-].[Al+3].[OH-]
1489,O[C@@H](C(O)=O)C1=CC=CC=C1,NCGC00166022-01,0,O=C(O)[C@H](O)c1ccccc1
1490,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,NCGC00016962-01,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
1491,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,NCGC00159442-02,0,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
1492,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,NCGC00095002-01,0,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
1493,O[C@H]([C@H](CC1=CC=CC=C1)NC(=O)C2=CC3=CC(Cl)=CC=C3N2)C(=O)N4C[C@H](O)[C@H](O)C4,NCGC00253929-01,0,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@H](O)[C@H](O)C1)c1cc2cc(Cl)ccc2[nH]1
1494,NC1=CC=C(C=C1)[As](O)(O)=O,NCGC00093366-03,0,Nc1ccc([As](=O)(O)O)cc1
1495,NC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,NCGC00094736-01,0,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
1496,CC(C)C[C@H](NC(C)=O)C(O)=O,NCGC00094935-01,0,CC(=O)N[C@@H](CC(C)C)C(=O)O
1497,CC(=O)NC1=CC=C(C=C1)C(O)=O,NCGC00090820-01,0,CC(=O)Nc1ccc(C(=O)O)cc1
1498,CC(=O)NC1=CC=CC=C1,NCGC00091326-01,0,CC(=O)Nc1ccccc1
1499,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC=CC=C4,NCGC00163179-01,0,CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
1500,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,NCGC00160468-01,0,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC
1501,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,NCGC00016767-02,0,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
1502,CCN(CC)C(=O)C1=CC=CN=C1,NCGC00166026-01,0,CCN(CC)C(=O)c1cccnc1
1503,[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC2=C(C)C=CC=C2C)CC3=CC=CC=C3,NCGC00017043-02,0,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C([O-])c1ccccc1
1504,COC1=CC=C2C(=C1)C(=O)N(CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C(=O)C2(C)C,NCGC00016819-01,0,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C
1505,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,NCGC00016850-01,0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
1506,ClCCNC(=O)N(CCCl)N=O,NCGC00015204-05,0,O=NN(CCCl)C(=O)NCCCl
1507,O=C(NNCNNC(=O)C1=CC=NC=C1)C2=CC=NC=C2,NCGC00160572-01,1,O=C(NNCNNC(=O)c1ccncc1)c1ccncc1
1508,CC1=CC=C(C=C1)C(=C/CN2CCCC2)\C3=CC=CC(\C=C\C(O)=O)=N3,NCGC00182053-02,0,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
1509,OC(=O)\C=C/C(O)=O,NCGC00091192-02,0,O=C(O)/C=C\C(=O)O
1510,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O,NCGC00091062-04,1,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
1511,[H][C@@]1(CC[C@](CC1)(C#N)C2=CC3=C(C=C2)C(CC)=NN3C4CCCCC4)C(O)=O,NCGC00253947-01,0,CCc1nn(C2CCCCC2)c2cc([C@]3(C#N)CC[C@@H](C(=O)O)CC3)ccc12
1512,OC(=O)C(=O)NC1=CC=CC(=C1)C2=NN=NN2,NCGC00188429-01,0,O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1
1513,OC(=O)C(O)=O.CN(C)CCC[C@]1(OCC2=CC(=CC=C12)C#N)C3=CC=C(F)C=C3,NCGC00095903-01,0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O
1514,CC(C(O)=O)C1=CC2=C(OC3=NC=CC=C3C2)C=C1,NCGC00167980-01,0,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
1515,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,NCGC00016720-01,0,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I
1516,OC(=O)CC(O)(CC(O)=O)C(O)=O.CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,NCGC00095775-01,0,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O
1517,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,NCGC00095160-01,1,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O
1518,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,NCGC00018181-08,0,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
1519,OC(=O)CC1=CN(N=C1C2=CC=C(Cl)C=C2)C3=CC=CC=C3,NCGC00160440-01,0,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
1520,OC(=O)CC1=CSC(=N1)C2=CC=C(Cl)C=C2,NCGC00160449-01,0,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1
1521,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(O)=O,NCGC00016849-01,0,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
1522,COC1=CC=C(C(=O)CCC(O)=O)C2=C1C=CC=C2,NCGC00160573-01,0,COc1ccc(C(=O)CCC(=O)O)c2ccccc12
1523,OC(=O)CCC(O)=O.C1C(C2=NCCN2)C1(C3=CC=CC=C3)C4=CC=CC=C4,NCGC00162222-01,0,O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1
1524,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,NCGC00258786-01,1,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21
1525,O=C(OC1CN2CCC1CC2)C3=CC=CC=C3,NCGC00160497-01,0,O=C(OC1CN2CCC1CC2)c1ccccc1
